,date,$p/l,%p/l,SPY $p/l,SPY %p/l,percent liquid,cash balance
17,2008-01-28 00:00:00,6.915349960327148,1.0013830699920654,-9.689987182617188,0.933140221677273,0.8823183611559487,4417.69334602356
18,2008-01-29 00:00:00,11.446348190307617,1.0022892696380614,-9.019989013671875,0.9377631306871709,0.8815206307893211,4417.69334602356
19,2008-01-30 00:00:00,17.16373300552368,1.0034327466011048,-10.019989013671875,0.9308632476364826,0.8477616287828171,4253.358898162842
20,2008-01-31 00:00:00,14.26598834991455,1.0028531976699828,-7.55999755859375,0.9478369009822142,0.7982481214340529,4002.628405570984
21,2008-02-01 00:00:00,30.78507709503174,1.0061570154190063,-5.3499908447265625,0.9630856888491337,0.7459887205511417,3752.9089230298996
22,2008-02-04 00:00:00,30.21317481994629,1.0060426349639893,-7.1099853515625,0.9509419325821119,0.7460735345802184,3752.9089230298996
23,2008-02-05 00:00:00,10.711404800415039,1.002142280960083,-10.79998779296875,0.9254813472796546,0.7489772648719097,3752.9089230298996
24,2008-02-06 00:00:00,2.685000419616699,1.0005370000839233,-11.879989624023438,0.918029460950848,0.7501789384530732,3752.9089230298996
25,2008-02-07 00:00:00,7.378538489341736,1.0014757076978684,-11.0,0.9241012864424288,0.7494757774318579,3752.9089230298996
26,2008-02-08 00:00:00,2.9372881650924683,1.0005874576330185,-11.8599853515625,0.9181674880913426,0.6523435677219899,3263.6339596509933
27,2008-02-11 00:00:00,20.07247006893158,1.0040144940137863,-11.17999267578125,0.9228593580295578,0.6010478895537843,3017.3039635419846
28,2008-02-12 00:00:00,21.72261369228363,1.0043445227384566,-9.939987182617188,0.9314152509146009,0.6008503845503076,3017.3039635419846
29,2008-02-13 00:00:00,38.666903376579285,1.007733380675316,-8.55999755859375,0.940937017931526,0.5988298137985641,3017.3039635419846
30,2008-02-14 00:00:00,7.002920031547546,1.0014005840063096,-9.759994506835938,0.9326571793274719,0.5776233921207926,2892.162011027336
31,2008-02-15 00:00:00,-9.632375836372375,0.9980735248327255,-9.789993286132812,0.9324501912586601,0.5490260870078392,2739.8420094251633
32,2008-02-19 00:00:00,-3.3778058290481567,0.9993244388341904,-9.409988403320312,0.9350721805087568,0.5483388383098999,2739.8420094251633
33,2008-02-20 00:00:00,24.702126383781433,1.0049404252767562,-9.009994506835938,0.9378320916154882,0.579954069819194,2914.096447825432
34,2008-02-21 00:00:00,-15.342768788337708,0.9969314462423324,-10.139999389648438,0.9300351900773752,0.48826350881067776,2433.826229929924
35,2008-02-22 00:00:00,-11.907004475593567,0.9976185991048813,-9.30999755859375,0.9357621056435097,0.4879271962478823,2433.826229929924
