,date,$p/l,%p/l,SPY $p/l,SPY %p/l,percent liquid,cash balance
28,2009-02-12 00:00:00,-2.3360586166381836,0.9995327882766724,-9.299995422363281,0.8999570189978984,0.9067593805006245,4531.678659439087
29,2009-02-13 00:00:00,-14.78513240814209,0.9970429735183716,-10.199996948242188,0.8902754190114238,0.9090237391569334,4531.678659439087
30,2009-02-17 00:00:00,-29.693766593933105,0.9940612466812134,-13.739997863769531,0.8521945137791578,0.9117503925575233,4531.678659439087
31,2009-02-18 00:00:00,-25.890581130981445,0.9948218837738038,-13.930000305175781,0.8501505976509574,0.8120928434448833,4039.4386615753174
32,2009-02-19 00:00:00,-32.5387544631958,0.9934922491073609,-14.779998779296875,0.8410068962472095,0.8131797032547959,4039.4386615753174
33,2009-02-20 00:00:00,-31.570303916931152,0.9936859392166137,-15.540000915527344,0.8328313138062086,0.7799539218473717,3875.1462268829346
34,2009-02-23 00:00:00,-109.03422546386719,0.9781931549072266,-18.30999755859375,0.8030335871458489,0.6936434204850062,3392.586229324341
35,2009-02-24 00:00:00,0.14081287384033203,1.000028162574768,-15.479995727539062,0.8334768085198409,0.6835359935493364,3417.7762184143066
36,2009-02-25 00:00:00,-19.76471710205078,0.9960470565795898,-16.089996337890625,0.8269148397552192,0.6862680223464336,3417.7762184143066
37,2009-02-26 00:00:00,-56.02597236633301,0.9887948055267334,-17.339996337890625,0.8134681959050604,0.6913014104263319,3417.7762184143066
38,2009-02-27 00:00:00,-120.65396690368652,0.9758692066192627,-19.029998779296875,0.7952883071566692,0.7026915572690832,3428.675262451172
39,2009-03-02 00:00:00,-260.14898681640625,0.9479702026367187,-22.360000610351562,0.7594664282426138,0.914504538016369,4334.615261077881
40,2009-03-03 00:00:00,-273.4759178161621,0.9453048164367676,-22.889999389648438,0.7537650643816345,0.8714195458308417,4118.785469055176
41,2009-03-04 00:00:00,-257.9352798461914,0.9484129440307617,-21.229995727539062,0.77162224680911,0.8685637400835776,4118.785469055176
42,2009-03-05 00:00:00,-305.0942153930664,0.9389811569213867,-24.159996032714844,0.7401033103414655,0.8643984768523856,4058.2694091796875
43,2009-03-06 00:00:00,-289.7497501373291,0.9420500499725342,-24.040000915527344,0.7413941356251282,0.7927199595599755,3733.909387588501
44,2009-03-09 00:00:00,-316.1344699859619,0.9367731060028076,-24.849998474121094,0.7326807366732015,0.7663668737692338,3589.559383392334
45,2009-03-10 00:00:00,-280.75041007995605,0.9438499179840087,-20.790000915527344,0.7763554096355413,0.7606207968019658,3589.559383392334
