,date,accession_number,ticker,quantity,price,total_trans_cost,total_shares_after_trans
0,2022-01-04 00:00:00,0001225208-22-011393,TPR,184356.0,23.63,4356332.28,474518.0
1,2022-01-07 00:00:00,0001127602-22-025043,BEN,78056.0,22.42,1750015.52,295539.0
2,2022-01-07 00:00:00,0001127602-22-024991,TUP,447762.0,4.02,1800003.2399999998,647441.0
3,2022-01-08 00:00:00,0001127602-22-027070,JCI,95815.69,66.39,6361203.6591,819073.58
4,2022-01-12 00:00:00,0001062993-22-023737,PFG,25992.0,58.68,1525210.56,123737.0
5,2022-01-13 00:00:00,0001062993-22-023865,HPE,429491.0,16.15,6936279.649999999,1554296.0
6,2022-01-13 00:00:00,0001062993-22-023865,HPE,127413.0,16.15,2057719.9499999997,1179345.0
7,2022-01-13 00:00:00,0001062993-22-023864,HPE,112527.0,16.15,1817311.0499999998,518791.0
8,2022-01-13 00:00:00,0001062993-22-023861,HPE,148606.0,16.15,2399986.9,512133.39
9,2022-01-13 00:00:00,0001062993-22-023858,HPE,152041.0,16.15,2455462.15,269576.0
10,2022-01-13 00:00:00,0001209191-22-053613,NLSN,82706.0,28.0,2315768.0,237894.58
11,2022-01-14 00:00:00,0001209191-22-056752,NLOK,139808.0,22.63,3163855.04,3723051.0
12,2022-01-16 00:00:00,0001127602-22-025713,JCI,33546.0,65.58,2199946.68,59773.0
13,2022-01-16 00:00:00,0001127602-22-025713,JCI,26227.0,65.58,1719966.66,26227.0
14,2022-01-17 00:00:00,0001127602-22-025890,A,26029.0,148.0,3852292.0,112195.34
15,2022-01-17 00:00:00,0001127602-22-025889,A,19280.0,148.0,2853440.0,64666.09
16,2022-01-17 00:00:00,0001127602-22-025887,A,20566.0,148.0,3043768.0,88663.23
17,2022-01-17 00:00:00,0001127602-22-025885,A,32134.0,148.0,4755832.0,130370.45
18,2022-01-17 00:00:00,0001127602-22-025883,A,19603.0,148.0,2901244.0,107372.53
19,2022-01-17 00:00:00,0001127602-22-025877,A,19280.0,148.0,2853440.0,110443.03
20,2022-01-18 00:00:00,0001209191-22-058021,J,24024.0,124.88,3000117.12,225098.0
21,2022-01-19 00:00:00,0001950285-22-000003,IEX,12895.0,203.58,2625164.1,12895.0
22,2022-01-29 00:00:00,0001127602-22-026504,DLTR,13216.0,151.33,1999977.2800000003,13216.0
23,2022-02-04 00:00:00,0001225208-22-011393,TPR,184356.0,23.63,4356332.28,474518.0
24,2022-02-07 00:00:00,0001127602-22-025043,BEN,78056.0,22.42,1750015.52,295539.0
25,2022-02-07 00:00:00,0001127602-22-024991,TUP,447762.0,4.02,1800003.2399999998,647441.0
26,2022-02-08 00:00:00,0001127602-22-027070,JCI,95815.69,66.39,6361203.6591,819073.58
27,2022-02-12 00:00:00,0001062993-22-023737,PFG,25992.0,58.68,1525210.56,123737.0
28,2022-02-13 00:00:00,0001062993-22-023865,HPE,429491.0,16.15,6936279.649999999,1554296.0
29,2022-02-13 00:00:00,0001062993-22-023865,HPE,127413.0,16.15,2057719.9499999997,1179345.0
30,2022-02-13 00:00:00,0001062993-22-023864,HPE,112527.0,16.15,1817311.0499999998,518791.0
31,2022-02-13 00:00:00,0001062993-22-023861,HPE,148606.0,16.15,2399986.9,512133.39
32,2022-02-13 00:00:00,0001062993-22-023858,HPE,152041.0,16.15,2455462.15,269576.0
33,2022-02-13 00:00:00,0001209191-22-053613,NLSN,82706.0,28.0,2315768.0,237894.58
34,2022-02-14 00:00:00,0001209191-22-056752,NLOK,139808.0,22.63,3163855.04,3723051.0
35,2022-02-16 00:00:00,0001127602-22-025713,JCI,33546.0,65.58,2199946.68,59773.0
36,2022-02-16 00:00:00,0001127602-22-025713,JCI,26227.0,65.58,1719966.66,26227.0
37,2022-02-17 00:00:00,0001127602-22-025890,A,26029.0,148.0,3852292.0,112195.34
38,2022-02-17 00:00:00,0001127602-22-025889,A,19280.0,148.0,2853440.0,64666.09
39,2022-02-17 00:00:00,0001127602-22-025887,A,20566.0,148.0,3043768.0,88663.23
40,2022-02-17 00:00:00,0001127602-22-025885,A,32134.0,148.0,4755832.0,130370.45
41,2022-02-17 00:00:00,0001127602-22-025883,A,19603.0,148.0,2901244.0,107372.53
42,2022-02-17 00:00:00,0001127602-22-025877,A,19280.0,148.0,2853440.0,110443.03
43,2022-02-18 00:00:00,0001209191-22-058021,J,24024.0,124.88,3000117.12,225098.0
44,2022-02-19 00:00:00,0001950285-22-000003,IEX,12895.0,203.58,2625164.1,12895.0
45,2022-03-04 00:00:00,0001225208-22-011393,TPR,184356.0,23.63,4356332.28,474518.0
46,2022-03-07 00:00:00,0001127602-22-025043,BEN,78056.0,22.42,1750015.52,295539.0
47,2022-03-07 00:00:00,0001127602-22-024991,TUP,447762.0,4.02,1800003.2399999998,647441.0
48,2022-03-08 00:00:00,0001127602-22-027070,JCI,95815.69,66.39,6361203.6591,819073.58
49,2022-03-12 00:00:00,0001062993-22-023737,PFG,25992.0,58.68,1525210.56,123737.0
50,2022-03-13 00:00:00,0001062993-22-023865,HPE,429491.0,16.15,6936279.649999999,1554296.0
51,2022-03-13 00:00:00,0001062993-22-023865,HPE,127413.0,16.15,2057719.9499999997,1179345.0
52,2022-03-13 00:00:00,0001062993-22-023864,HPE,112527.0,16.15,1817311.0499999998,518791.0
53,2022-03-13 00:00:00,0001062993-22-023861,HPE,148606.0,16.15,2399986.9,512133.39
54,2022-03-13 00:00:00,0001062993-22-023858,HPE,152041.0,16.15,2455462.15,269576.0
55,2022-03-13 00:00:00,0001209191-22-053613,NLSN,82706.0,28.0,2315768.0,237894.58
56,2022-03-14 00:00:00,0001209191-22-056752,NLOK,139808.0,22.63,3163855.04,3723051.0
57,2022-03-16 00:00:00,0001127602-22-025713,JCI,33546.0,65.58,2199946.68,59773.0
58,2022-03-16 00:00:00,0001127602-22-025713,JCI,26227.0,65.58,1719966.66,26227.0
59,2022-03-17 00:00:00,0001127602-22-025890,A,26029.0,148.0,3852292.0,112195.34
60,2022-03-17 00:00:00,0001127602-22-025889,A,19280.0,148.0,2853440.0,64666.09
61,2022-03-17 00:00:00,0001127602-22-025887,A,20566.0,148.0,3043768.0,88663.23
62,2022-03-17 00:00:00,0001127602-22-025885,A,32134.0,148.0,4755832.0,130370.45
63,2022-03-17 00:00:00,0001127602-22-025883,A,19603.0,148.0,2901244.0,107372.53
